area_sqft,bedrooms,bathrooms,age_years,parking,distance_to_center_km,location,furnishing,price_lakhs
2009.0,4,4.0,11,0,2.1,City Center,Unfurnished,134.22
886.0,2,1.0,29,3,6.4,Suburb,Semi-Furnished,40.48
704.0,1,1.0,13,1,15.8,Outskirts,Fully-Furnished,32.17
2113.0,5,6.0,0,1,1.8,City Center,Fully-Furnished,185.77
2137.0,5,4.0,30,3,11.8,Suburb,Fully-Furnished,84.32
,3,2.0,17,1,17.1,Outskirts,Semi-Furnished,55.42
1513.0,3,3.0,29,3,6.6,Suburb,Unfurnished,62.05
1483.0,2,1.0,22,3,20.5,Outskirts,Unfurnished,46.35
1056.0,2,3.0,6,0,5.7,Suburb,Unfurnished,54.85
2169.0,5,4.0,7,1,13.3,IT Corridor,Semi-Furnished,129.32
1729.0,3,2.0,14,0,11.2,Coastal,Semi-Furnished,98.64
,4,3.0,1,2,6.8,City Center,Fully-Furnished,146.49
1588.0,2,1.0,9,1,8.4,Outskirts,Unfurnished,51.56
1924.0,3,4.0,0,1,12.0,Suburb,Unfurnished,112.1
1653.0,2,3.0,17,0,12.6,Suburb,Unfurnished,59.79
1773.0,3,4.0,21,2,12.3,Coastal,Fully-Furnished,105.89
816.0,2,1.0,7,0,18.3,Rural,Semi-Furnished,24.46
1655.0,3,4.0,0,1,7.0,Suburb,Unfurnished,93.96
2494.0,5,5.0,6,2,7.7,Coastal,Semi-Furnished,179.65
1141.0,3,2.0,11,3,7.7,Suburb,Semi-Furnished,70.77
1336.0,2,2.0,10,1,19.0,Outskirts,Fully-Furnished,49.53
1846.0,3,4.0,24,1,10.0,IT Corridor,Unfurnished,88.15
1879.0,3,3.0,21,3,12.7,Suburb,Semi-Furnished,84.55
1712.0,5,5.0,1,3,9.7,Coastal,Semi-Furnished,131.14
591.0,1,2.0,13,3,20.6,Rural,Unfurnished,21.46
1651.0,3,,21,2,12.0,Outskirts,Unfurnished,60.81
808.0,2,3.0,30,0,23.6,Rural,Unfurnished,16.87
988.0,2,3.0,13,3,12.3,,Semi-Furnished,62.96
1674.0,3,2.0,14,3,18.0,Outskirts,Semi-Furnished,63.5
1252.0,3,2.0,12,1,7.5,Coastal,Semi-Furnished,82.96
1805.0,4,3.0,28,2,5.7,City Center,Fully-Furnished,114.72
2974.0,6,,15,2,3.3,Coastal,Unfurnished,184.99
1789.0,3,3.0,10,0,5.9,Outskirts,Fully-Furnished,73.85
1761.0,4,5.0,10,1,24.0,Rural,Semi-Furnished,51.24
,2,3.0,16,3,10.4,Suburb,,55.08
1079.0,3,3.0,26,2,6.9,Coastal,Unfurnished,69.37
868.0,3,4.0,14,0,0.5,City Center,,66.01
1134.0,2,3.0,20,2,26.3,,Semi-Furnished,36.82
854.0,1,1.0,10,1,17.8,IT Corridor,Unfurnished,45.45
1070.0,2,2.0,12,0,7.7,Coastal,Fully-Furnished,76.15
1296.0,4,5.0,10,0,5.8,Coastal,Unfurnished,90.22
900.0,2,1.0,3,2,9.5,IT Corridor,Semi-Furnished,61.74
690.0,2,2.0,4,1,8.9,City Center,Unfurnished,50.34
719.0,3,,15,3,2.9,City Center,Semi-Furnished,72.82
1627.0,3,3.0,18,1,10.8,Suburb,Unfurnished,66.74
1430.0,3,2.0,30,0,28.7,Rural,Semi-Furnished,27.34
1913.0,3,3.0,7,0,15.2,IT Corridor,Semi-Furnished,118.51
1922.0,4,3.0,27,1,12.2,Outskirts,Semi-Furnished,61.28
1230.0,3,4.0,14,0,11.9,Suburb,Fully-Furnished,71.86
1735.0,4,3.0,2,3,10.5,Coastal,Unfurnished,144.39
680.0,1,1.0,27,2,13.5,IT Corridor,Semi-Furnished,38.83
,5,5.0,11,1,12.0,,Semi-Furnished,123.74
1998.0,3,4.0,29,3,6.3,Coastal,Fully-Furnished,116.78
1292.0,3,,14,0,14.8,Outskirts,Unfurnished,40.31
818.0,1,1.0,27,0,6.4,Coastal,Fully-Furnished,46.55
1590.0,3,3.0,12,2,10.3,Coastal,Unfurnished,103.72
465.0,1,2.0,23,0,7.0,Suburb,Fully-Furnished,25.22
1010.0,2,3.0,3,1,10.2,Suburb,Unfurnished,55.87
1774.0,4,3.0,5,0,11.7,,Semi-Furnished,64.69
1438.0,3,4.0,5,3,7.6,Coastal,Unfurnished,114.25
1155.0,3,4.0,15,3,13.9,Outskirts,Semi-Furnished,57.84
1875.0,4,5.0,16,2,24.7,Rural,Unfurnished,45.08
881.0,2,3.0,6,3,3.4,City Center,Unfurnished,79.09
1542.0,2,1.0,22,3,11.4,IT Corridor,Fully-Furnished,92.87
1151.0,3,2.0,24,1,11.3,,Semi-Furnished,61.63
976.0,2,3.0,22,1,5.8,IT Corridor,,54.14
1632.0,4,5.0,16,2,28.3,Rural,Semi-Furnished,44.29
904.0,1,2.0,20,3,23.1,Rural,Unfurnished,27.84
2351.0,4,3.0,26,1,8.3,Suburb,Unfurnished,101.22
1108.0,1,1.0,20,3,22.5,Rural,Semi-Furnished,29.17
2395.0,4,4.0,19,3,12.0,Suburb,Fully-Furnished,110.54
853.0,2,1.0,0,0,9.3,IT Corridor,Unfurnished,51.36
1703.0,4,4.0,11,1,13.5,IT Corridor,Fully-Furnished,101.64
800.0,2,1.0,6,2,15.5,IT Corridor,Unfurnished,52.13
729.0,2,2.0,9,1,29.9,Rural,Semi-Furnished,24.21
1480.0,3,3.0,10,3,18.6,Outskirts,Semi-Furnished,59.74
1739.0,3,4.0,25,1,4.9,City Center,Unfurnished,123.27
763.0,2,1.0,7,2,11.4,Outskirts,Unfurnished,33.62
1992.0,4,4.0,9,1,12.9,Suburb,Unfurnished,94.21
1001.0,1,2.0,12,3,28.6,Rural,Semi-Furnished,34.77
1466.0,3,2.0,7,2,10.5,Coastal,Semi-Furnished,103.21
1590.0,4,4.0,12,1,17.4,Outskirts,Unfurnished,58.87
1697.0,3,3.0,30,3,9.2,Suburb,Unfurnished,71.57
501.0,1,2.0,10,2,7.5,Suburb,Semi-Furnished,30.71
2209.0,4,3.0,7,1,15.3,IT Corridor,Unfurnished,132.95
1681.0,3,4.0,0,2,11.8,Coastal,Unfurnished,133.0
1187.0,3,,30,1,8.9,IT Corridor,Unfurnished,56.61
888.0,2,2.0,26,1,11.8,Suburb,Unfurnished,35.89
553.0,1,1.0,7,0,25.8,Rural,Fully-Furnished,19.42
719.0,1,1.0,29,3,14.7,IT Corridor,Unfurnished,32.62
1672.0,3,3.0,12,1,8.8,,Semi-Furnished,107.67
1229.0,1,1.0,19,1,28.4,Rural,Unfurnished,25.42
834.0,1,2.0,26,2,6.1,City Center,Semi-Furnished,59.69
1137.0,3,4.0,8,2,17.7,Outskirts,Fully-Furnished,55.83
2182.0,5,5.0,26,0,4.9,Suburb,Semi-Furnished,87.09
1235.0,1,1.0,13,3,11.5,Suburb,Semi-Furnished,58.31
1108.0,3,2.0,1,3,12.2,IT Corridor,Semi-Furnished,80.16
2075.0,4,3.0,28,2,4.7,Coastal,Semi-Furnished,112.52
1631.0,3,3.0,3,2,14.2,IT Corridor,Fully-Furnished,117.92
1422.0,3,3.0,18,0,5.0,Suburb,Unfurnished,62.29
,1,2.0,16,1,14.7,IT Corridor,,57.51
624.0,1,2.0,21,0,14.1,Suburb,Semi-Furnished,28.09
815.0,1,2.0,22,0,7.5,Suburb,Unfurnished,31.51
1160.0,2,3.0,21,3,11.8,Suburb,Semi-Furnished,56.56
1290.0,3,3.0,20,0,10.4,Suburb,,46.45
1578.0,2,3.0,30,2,17.0,Outskirts,Semi-Furnished,43.99
1676.0,3,4.0,28,1,11.0,Outskirts,Unfurnished,47.28
1511.0,2,3.0,20,0,16.9,Outskirts,Unfurnished,47.38
1510.0,3,2.0,3,3,9.5,Suburb,Unfurnished,82.69
896.0,2,2.0,3,0,17.3,Outskirts,Semi-Furnished,38.25
450.0,1,2.0,23,3,3.1,City Center,Unfurnished,40.13
1140.0,2,1.0,15,1,6.3,City Center,Fully-Furnished,78.86
923.0,1,1.0,23,3,9.9,Suburb,Semi-Furnished,48.37
1074.0,2,2.0,28,0,14.1,IT Corridor,Fully-Furnished,53.34
1263.0,3,,25,3,12.1,Coastal,Semi-Furnished,73.56
778.0,1,1.0,4,3,9.6,Suburb,Unfurnished,50.06
845.0,2,2.0,13,3,15.0,IT Corridor,Unfurnished,48.2
1350.0,4,5.0,1,0,9.8,Suburb,Unfurnished,69.24
1458.0,3,3.0,8,1,13.6,IT Corridor,Unfurnished,84.53
1072.0,2,1.0,1,3,6.5,Coastal,Semi-Furnished,88.5
1649.0,4,4.0,26,0,17.4,Outskirts,Semi-Furnished,51.78
1290.0,2,1.0,2,2,11.7,Coastal,Semi-Furnished,81.31
890.0,1,1.0,4,2,11.8,IT Corridor,Unfurnished,55.42
1420.0,2,3.0,5,2,5.4,City Center,Semi-Furnished,117.38
2341.0,5,5.0,2,2,13.4,IT Corridor,Fully-Furnished,184.79
1063.0,2,1.0,23,2,0.5,City Center,Semi-Furnished,81.02
1983.0,4,5.0,13,3,10.1,Suburb,Unfurnished,99.07
2089.0,4,4.0,18,2,16.0,IT Corridor,Semi-Furnished,102.68
2149.0,5,5.0,28,0,13.7,Outskirts,Semi-Furnished,67.93
989.0,2,1.0,22,1,3.8,Suburb,Fully-Furnished,44.58
2408.0,4,4.0,13,2,12.7,IT Corridor,Semi-Furnished,137.28
1458.0,3,,17,1,13.2,Outskirts,Fully-Furnished,59.98
1273.0,3,4.0,20,2,30.7,Rural,Unfurnished,33.14
1285.0,3,2.0,10,0,3.0,City Center,,100.57
1701.0,3,2.0,15,2,3.1,City Center,Semi-Furnished,121.74
,2,3.0,24,0,10.2,IT Corridor,Semi-Furnished,66.11
1312.0,2,,26,0,9.8,Suburb,Unfurnished,54.64
2042.0,3,4.0,5,3,10.4,IT Corridor,Semi-Furnished,136.93
1039.0,2,1.0,21,3,22.4,Rural,Unfurnished,27.95
878.0,1,1.0,11,3,11.9,IT Corridor,Semi-Furnished,54.19
1797.0,4,4.0,22,0,9.7,IT Corridor,Unfurnished,89.22
1752.0,3,2.0,12,3,16.0,IT Corridor,Unfurnished,102.51
1947.0,4,4.0,3,0,5.7,Suburb,Fully-Furnished,114.08
864.0,1,1.0,21,0,14.9,Outskirts,Semi-Furnished,31.11
1941.0,3,2.0,24,2,10.1,IT Corridor,,95.49
1641.0,4,3.0,23,2,5.0,Suburb,Unfurnished,66.92
2281.0,4,4.0,2,0,17.0,IT Corridor,Semi-Furnished,158.67
776.0,2,3.0,17,2,2.9,Suburb,Unfurnished,45.5
1509.0,2,1.0,1,3,29.4,Rural,Unfurnished,44.95
1261.0,3,3.0,18,1,4.9,Suburb,Fully-Furnished,70.9
605.0,1,1.0,4,2,12.4,,Unfurnished,36.81
1043.0,2,3.0,8,1,14.8,Coastal,Semi-Furnished,70.48
1964.0,4,3.0,15,3,0.5,City Center,Semi-Furnished,143.55
1166.0,3,3.0,18,2,21.1,Rural,Semi-Furnished,39.19
1039.0,2,3.0,26,2,7.0,City Center,Unfurnished,61.25
1834.0,4,4.0,26,0,15.6,Outskirts,Unfurnished,53.12
1894.0,4,4.0,3,2,10.5,IT Corridor,Semi-Furnished,138.82
1893.0,4,3.0,13,1,9.0,,Fully-Furnished,98.06
1005.0,2,3.0,30,2,6.3,Suburb,Unfurnished,41.47
1371.0,3,2.0,23,1,9.5,Suburb,Unfurnished,64.06
1915.0,4,5.0,21,0,13.5,Suburb,Semi-Furnished,73.81
1072.0,2,3.0,15,1,11.0,IT Corridor,Unfurnished,61.97
1025.0,2,2.0,17,1,12.5,IT Corridor,Unfurnished,53.89
1814.0,3,4.0,15,2,15.6,IT Corridor,Semi-Furnished,104.62
2181.0,5,4.0,28,0,15.0,Suburb,Unfurnished,76.79
824.0,2,2.0,18,1,10.4,IT Corridor,Semi-Furnished,45.78
450.0,1,2.0,10,2,10.0,Suburb,Semi-Furnished,30.99
675.0,1,2.0,4,3,10.5,IT Corridor,Unfurnished,44.54
894.0,1,2.0,28,0,7.2,,Unfurnished,33.54
1331.0,3,4.0,6,3,10.9,IT Corridor,Fully-Furnished,92.4
1708.0,3,2.0,0,1,23.2,Rural,Fully-Furnished,55.64
1327.0,3,2.0,5,3,4.0,Suburb,Fully-Furnished,78.87
1050.0,2,1.0,14,0,9.3,Outskirts,Semi-Furnished,36.83
1477.0,3,2.0,16,3,7.0,Suburb,,76.72
919.0,2,2.0,7,3,25.5,,Unfurnished,33.49
1377.0,2,3.0,20,2,15.7,IT Corridor,Unfurnished,61.05
1079.0,2,1.0,0,2,1.5,City Center,Unfurnished,95.61
2740.0,6,6.0,21,1,8.6,Suburb,Semi-Furnished,124.24
1808.0,4,5.0,16,0,17.0,Outskirts,Semi-Furnished,58.84
982.0,2,3.0,6,3,14.3,,Unfurnished,61.93
902.0,2,2.0,22,3,14.8,Outskirts,Unfurnished,37.55
,2,2.0,10,0,2.9,City Center,Semi-Furnished,85.17
578.0,1,1.0,25,3,20.6,Outskirts,Unfurnished,22.67
1035.0,2,1.0,4,2,8.1,Suburb,Unfurnished,63.18
1031.0,2,2.0,0,3,7.7,Suburb,Unfurnished,58.21
1842.0,3,2.0,20,2,10.3,Outskirts,Fully-Furnished,63.94
1187.0,2,1.0,0,3,10.4,Suburb,Semi-Furnished,60.01
1005.0,2,1.0,13,0,14.3,Outskirts,,34.02
730.0,2,1.0,20,0,17.7,IT Corridor,Unfurnished,32.12
812.0,2,3.0,8,0,7.1,Coastal,Semi-Furnished,66.23
1367.0,3,2.0,8,0,11.5,Suburb,Unfurnished,70.12
1292.0,2,1.0,6,2,5.8,City Center,Unfurnished,93.34
1967.0,3,3.0,0,2,19.9,Outskirts,Semi-Furnished,93.89
1085.0,1,2.0,29,3,8.3,,Unfurnished,56.01
1930.0,3,2.0,20,3,13.7,Suburb,,83.72
1529.0,3,2.0,14,1,15.1,Outskirts,Semi-Furnished,59.64
1398.0,3,3.0,6,3,2.8,,Unfurnished,120.86
450.0,1,2.0,30,2,11.2,IT Corridor,Unfurnished,24.26
755.0,2,2.0,5,3,13.9,Outskirts,Semi-Furnished,36.0
1771.0,3,3.0,9,2,14.1,Outskirts,Fully-Furnished,69.59
2099.0,3,4.0,12,1,0.5,City Center,Unfurnished,155.15
,2,3.0,6,2,9.6,Coastal,Semi-Furnished,104.09
1781.0,3,4.0,18,0,12.3,IT Corridor,Unfurnished,85.08
1196.0,3,3.0,22,1,0.5,City Center,Unfurnished,86.49
1214.0,2,1.0,0,0,7.9,Coastal,Fully-Furnished,84.75
1069.0,3,4.0,28,2,18.9,IT Corridor,Semi-Furnished,59.93
,5,5.0,11,0,13.2,IT Corridor,Unfurnished,103.57
1571.0,3,2.0,5,2,14.0,Outskirts,Semi-Furnished,66.84
1283.0,3,4.0,1,3,14.1,Suburb,Fully-Furnished,74.85
1236.0,2,1.0,26,3,9.8,IT Corridor,Fully-Furnished,67.32
1678.0,3,4.0,11,1,7.7,Coastal,,106.22
1562.0,3,3.0,18,2,7.5,Suburb,Semi-Furnished,66.15
984.0,2,1.0,2,2,8.4,Suburb,Semi-Furnished,57.75
2258.0,5,6.0,28,2,27.2,Rural,Unfurnished,50.91
1529.0,4,4.0,26,1,13.8,IT Corridor,Fully-Furnished,83.83
1405.0,3,4.0,29,0,7.0,Suburb,Unfurnished,54.26
2139.0,4,3.0,23,0,2.7,City Center,Unfurnished,122.66
1912.0,4,5.0,13,0,15.4,Outskirts,Unfurnished,64.89
1356.0,3,4.0,8,0,10.9,IT Corridor,Fully-Furnished,72.77
1668.0,3,3.0,29,3,12.0,IT Corridor,Fully-Furnished,77.95
865.0,2,1.0,15,1,7.0,Suburb,Semi-Furnished,47.79
1080.0,2,1.0,5,0,12.9,Outskirts,,47.53
450.0,1,1.0,15,3,9.2,Suburb,Semi-Furnished,32.3
2010.0,5,6.0,13,1,9.1,,Unfurnished,119.16
451.0,1,1.0,3,3,16.3,Outskirts,Fully-Furnished,32.41
1741.0,3,,13,3,24.5,Rural,Semi-Furnished,51.67
985.0,2,3.0,0,1,6.4,Suburb,Fully-Furnished,55.44
911.0,1,1.0,7,0,13.3,Outskirts,Semi-Furnished,32.86
1302.0,2,2.0,27,0,1.7,City Center,Semi-Furnished,84.79
1533.0,2,3.0,15,2,2.6,City Center,Semi-Furnished,123.3
1706.0,3,3.0,8,2,8.4,Coastal,Semi-Furnished,120.65
2286.0,4,3.0,23,0,2.5,City Center,Fully-Furnished,142.99
1579.0,3,4.0,20,2,9.6,IT Corridor,Semi-Furnished,85.16
1841.0,4,4.0,3,2,19.3,Outskirts,Unfurnished,72.68
1101.0,3,2.0,0,3,5.7,City Center,Unfurnished,93.34
1757.0,4,5.0,14,3,12.4,IT Corridor,Unfurnished,90.55
1477.0,3,2.0,14,1,14.9,,Fully-Furnished,85.69
1168.0,2,3.0,16,3,13.0,IT Corridor,,68.89
1352.0,3,4.0,19,2,2.3,City Center,Unfurnished,95.27
1369.0,2,1.0,6,3,15.3,Outskirts,Semi-Furnished,65.93
1496.0,3,2.0,19,3,19.9,IT Corridor,,86.97
1601.0,4,5.0,19,2,12.0,,Fully-Furnished,76.57
1146.0,3,3.0,10,0,12.1,Suburb,Fully-Furnished,63.38
1030.0,2,3.0,7,2,7.9,Suburb,Fully-Furnished,56.38
1774.0,4,5.0,24,3,16.8,Outskirts,Unfurnished,67.41
552.0,2,2.0,17,0,15.7,Suburb,Semi-Furnished,28.83
1091.0,1,2.0,21,0,10.3,Suburb,Semi-Furnished,44.6
2176.0,4,3.0,17,0,12.2,,Semi-Furnished,96.64
450.0,1,1.0,14,3,6.8,City Center,Unfurnished,43.07
1053.0,2,3.0,23,2,14.0,IT Corridor,,53.18
1744.0,3,3.0,2,1,16.7,IT Corridor,Fully-Furnished,104.23
575.0,2,1.0,28,0,8.8,Coastal,Semi-Furnished,37.65
2699.0,6,5.0,22,3,16.5,Outskirts,Fully-Furnished,96.65
450.0,1,1.0,28,3,7.3,Suburb,Unfurnished,27.16
2118.0,4,3.0,4,1,32.8,Rural,Unfurnished,50.2
2179.0,4,5.0,15,0,10.0,Suburb,Fully-Furnished,104.72
1858.0,4,3.0,16,3,8.4,Coastal,Semi-Furnished,114.73
1289.0,3,3.0,8,2,29.1,Rural,Semi-Furnished,41.96
1579.0,3,4.0,20,1,1.7,City Center,Unfurnished,104.84
951.0,1,,7,1,3.1,City Center,Unfurnished,70.28
1805.0,3,2.0,19,2,6.8,Suburb,Semi-Furnished,91.03
840.0,2,3.0,24,2,3.2,City Center,Fully-Furnished,66.08
1263.0,3,,26,0,8.0,Suburb,Unfurnished,42.99
1898.0,4,4.0,23,3,10.7,Suburb,Fully-Furnished,87.19
843.0,1,2.0,14,0,8.7,Suburb,Unfurnished,34.86
1218.0,3,2.0,24,1,13.3,Outskirts,Semi-Furnished,39.28
1482.0,3,2.0,17,3,8.2,Suburb,Unfurnished,67.71
729.0,2,1.0,25,3,8.7,Suburb,Semi-Furnished,37.63
1982.0,4,4.0,21,2,6.6,Coastal,Unfurnished,115.77
1570.0,4,5.0,17,3,11.8,Suburb,Unfurnished,73.43
642.0,1,,19,0,17.0,Outskirts,Semi-Furnished,19.88
1377.0,3,4.0,27,2,8.5,Coastal,Semi-Furnished,76.27
1012.0,1,2.0,30,0,11.6,Outskirts,Unfurnished,28.49
1071.0,1,1.0,20,2,9.6,Coastal,Semi-Furnished,58.59
1438.0,3,2.0,0,3,0.5,City Center,Unfurnished,134.78
1045.0,2,2.0,19,1,12.6,IT Corridor,Fully-Furnished,62.09
1882.0,3,4.0,17,2,9.2,Suburb,Unfurnished,82.48
1048.0,2,3.0,25,3,13.4,Outskirts,Unfurnished,40.61
1891.0,4,3.0,24,1,12.7,Outskirts,Unfurnished,56.37
1378.0,4,3.0,20,1,13.1,,Semi-Furnished,50.36
1828.0,4,4.0,6,1,15.0,Suburb,,87.1
1129.0,3,2.0,23,0,8.3,Suburb,Semi-Furnished,50.34
1147.0,1,1.0,4,2,7.5,Coastal,Unfurnished,88.77
824.0,2,2.0,28,2,11.9,Suburb,Semi-Furnished,37.02
1689.0,4,4.0,8,1,9.3,Coastal,Semi-Furnished,127.4
1869.0,4,5.0,12,3,15.1,IT Corridor,Fully-Furnished,99.77
2460.0,5,4.0,17,3,11.5,Outskirts,Fully-Furnished,89.42
2045.0,4,5.0,23,3,8.9,IT Corridor,Semi-Furnished,101.98
1525.0,4,3.0,1,2,24.7,Outskirts,Unfurnished,71.43
1295.0,3,2.0,9,2,25.0,Rural,Unfurnished,34.98
1594.0,3,4.0,12,0,7.2,Coastal,Semi-Furnished,109.47
1386.0,2,3.0,15,1,9.5,Suburb,Semi-Furnished,56.97
2132.0,5,6.0,15,1,18.0,Outskirts,Semi-Furnished,80.1
1872.0,3,4.0,27,2,11.6,,Semi-Furnished,64.54
982.0,3,4.0,18,3,12.9,IT Corridor,Semi-Furnished,63.68
1056.0,3,2.0,30,2,9.0,Suburb,Semi-Furnished,38.78
2084.0,4,3.0,23,0,27.0,Rural,Unfurnished,41.72
1554.0,3,2.0,29,3,12.6,IT Corridor,Unfurnished,76.68
1284.0,2,2.0,19,2,13.5,Outskirts,Fully-Furnished,55.94
1993.0,4,3.0,23,3,0.6,City Center,Semi-Furnished,138.93
1206.0,3,3.0,17,1,2.0,Suburb,Fully-Furnished,56.92
1260.0,4,4.0,26,2,11.9,Suburb,Unfurnished,55.24
1169.0,3,2.0,8,3,4.8,Suburb,Fully-Furnished,76.38
450.0,1,1.0,27,3,10.9,IT Corridor,Unfurnished,26.29
1832.0,4,,13,3,12.9,Coastal,Semi-Furnished,124.78
795.0,1,1.0,18,2,1.9,City Center,Semi-Furnished,58.03
1116.0,2,1.0,6,0,26.8,Rural,Unfurnished,26.1
1028.0,3,4.0,7,3,8.5,Suburb,,64.82
1763.0,3,2.0,10,1,17.1,Outskirts,Semi-Furnished,62.16
1366.0,2,3.0,0,2,15.2,Outskirts,Semi-Furnished,75.43
1408.0,3,4.0,26,1,13.6,Outskirts,Semi-Furnished,49.13
560.0,1,1.0,23,0,19.0,Outskirts,Unfurnished,16.75
1356.0,1,1.0,16,3,7.3,Coastal,Fully-Furnished,85.03
662.0,2,3.0,23,2,8.2,IT Corridor,Unfurnished,40.03
1554.0,3,3.0,21,1,2.1,City Center,Semi-Furnished,103.47
1583.0,3,4.0,22,3,13.6,IT Corridor,Fully-Furnished,80.51
1391.0,3,4.0,10,3,5.9,Suburb,Fully-Furnished,73.54
2422.0,4,5.0,17,1,11.3,Suburb,Unfurnished,106.47
1664.0,3,3.0,0,1,11.3,Suburb,Fully-Furnished,93.59
1698.0,3,4.0,20,0,21.2,Outskirts,Semi-Furnished,45.85
1471.0,4,4.0,3,1,7.2,Suburb,Semi-Furnished,72.43
1304.0,3,3.0,22,1,5.0,City Center,Unfurnished,83.26
1883.0,4,4.0,22,3,20.3,Rural,Unfurnished,48.49
1951.0,3,4.0,16,3,13.9,Outskirts,Semi-Furnished,77.95
749.0,1,1.0,8,1,9.4,Suburb,Fully-Furnished,39.57
1927.0,3,4.0,20,0,13.3,IT Corridor,Semi-Furnished,99.91
1951.0,3,2.0,9,3,8.9,Suburb,Semi-Furnished,107.7
1833.0,4,4.0,30,3,2.4,City Center,Semi-Furnished,117.69
2332.0,6,6.0,23,0,2.1,Suburb,Semi-Furnished,108.08
2007.0,4,4.0,24,1,5.9,Suburb,Semi-Furnished,80.13
2158.0,4,4.0,4,0,5.4,Suburb,Unfurnished,120.76
,2,3.0,19,0,13.6,Suburb,Fully-Furnished,63.61
2268.0,5,5.0,25,2,8.2,IT Corridor,Unfurnished,122.08
799.0,2,2.0,13,1,8.3,IT Corridor,Unfurnished,45.29
1588.0,3,,15,2,10.4,Outskirts,Unfurnished,65.13
1279.0,2,2.0,29,0,13.9,Suburb,Unfurnished,47.81
